Date,Month,Port_Name,Vessels_In_Queue,Cargo_Traffic_KMT,Waiting_Days
2025-10-08,10,Taboneo Anchorage,4,117.8,2.89
2025-10-09,10,Haldia Dock Complex,6,65.2,5.03
2025-10-09,10,Paradip Port,6,107.1,4.23
2025-10-09,10,Vizag Port,4,140.8,3.26
2025-10-09,10,Dhamra Port,5,156.4,3.61
2025-10-09,10,Hay Point Coal Terminal,5,146.7,3.72
2025-10-09,10,Taboneo Anchorage,7,69.2,3.16
2025-10-10,10,Haldia Dock Complex,5,105.5,5.17
2025-10-10,10,Paradip Port,7,75.9,4.3
2025-10-10,10,Vizag Port,9,161.2,4.11
2025-10-10,10,Dhamra Port,7,155.9,4.0
2025-10-10,10,Hay Point Coal Terminal,4,115.9,3.12
2025-10-10,10,Taboneo Anchorage,6,153.4,3.81
2025-10-11,10,Haldia Dock Complex,4,77.1,5.06
2025-10-11,10,Paradip Port,7,115.1,4.19
2025-10-11,10,Vizag Port,5,153.9,3.32
2025-10-11,10,Dhamra Port,4,141.5,3.04
2025-10-11,10,Hay Point Coal Terminal,9,69.1,3.88
2025-10-11,10,Taboneo Anchorage,11,133.1,3.98
2025-10-12,10,Haldia Dock Complex,7,115.7,5.57
2025-10-12,10,Paradip Port,6,159.8,4.41
2025-10-12,10,Vizag Port,6,150.5,3.36
2025-10-12,10,Dhamra Port,10,143.0,4.05
2025-10-12,10,Hay Point Coal Terminal,2,88.8,2.96
2025-10-12,10,Taboneo Anchorage,5,114.1,3.43
2025-10-13,10,Haldia Dock Complex,6,83.7,5.34
2025-10-13,10,Paradip Port,9,129.2,4.54
2025-10-13,10,Vizag Port,8,109.6,3.78
2025-10-13,10,Dhamra Port,8,93.6,3.87
2025-10-13,10,Hay Point Coal Terminal,2,62.0,2.66
2025-10-13,10,Taboneo Anchorage,7,161.7,3.82
2025-10-14,10,Haldia Dock Complex,7,145.4,5.66
2025-10-14,10,Paradip Port,5,96.9,4.07
2025-10-14,10,Vizag Port,7,156.7,3.78
2025-10-14,10,Dhamra Port,8,108.5,3.87
2025-10-14,10,Hay Point Coal Terminal,4,109.9,3.45
2025-10-14,10,Taboneo Anchorage,8,68.9,3.42
2025-10-15,10,Haldia Dock Complex,6,129.8,5.82
2025-10-15,10,Paradip Port,7,68.6,4.1
2025-10-15,10,Vizag Port,8,89.2,4.16
2025-10-15,10,Dhamra Port,16,137.9,5.0
2025-10-15,10,Hay Point Coal Terminal,9,98.4,3.64
2025-10-15,10,Taboneo Anchorage,6,67.6,2.92
2025-10-16,10,Haldia Dock Complex,12,84.8,6.41
2025-10-16,10,Paradip Port,2,75.6,3.29
2025-10-16,10,Vizag Port,3,100.4,2.79
2025-10-16,10,Dhamra Port,4,157.0,3.37
2025-10-16,10,Hay Point Coal Terminal,6,133.8,3.61
2025-10-16,10,Taboneo Anchorage,10,152.2,4.33
2025-10-17,10,Haldia Dock Complex,3,89.6,5.12
2025-10-17,10,Paradip Port,5,151.1,4.22
2025-10-17,10,Vizag Port,10,56.0,3.8
2025-10-17,10,Dhamra Port,10,58.6,3.63
2025-10-17,10,Hay Point Coal Terminal,6,137.7,3.59
2025-10-17,10,Taboneo Anchorage,6,69.8,3.06
2025-10-18,10,Haldia Dock Complex,7,112.4,5.79
2025-10-18,10,Paradip Port,8,113.3,4.44
2025-10-18,10,Vizag Port,11,134.8,4.27
2025-10-18,10,Dhamra Port,6,114.0,3.37
2025-10-18,10,Hay Point Coal Terminal,8,73.7,3.47
2025-10-18,10,Taboneo Anchorage,10,126.8,3.94
2025-10-19,10,Haldia Dock Complex,9,91.6,5.81
2025-10-19,10,Paradip Port,8,75.0,4.34
2025-10-19,10,Vizag Port,8,148.4,3.94
2025-10-19,10,Dhamra Port,4,86.5,3.02
2025-10-19,10,Hay Point Coal Terminal,11,94.8,3.97
2025-10-19,10,Taboneo Anchorage,4,72.1,2.38
2025-10-20,10,Haldia Dock Complex,5,126.5,5.34
2025-10-20,10,Paradip Port,7,117.0,4.39
2025-10-20,10,Vizag Port,10,86.1,4.17
2025-10-20,10,Dhamra Port,1,131.2,2.64
2025-10-20,10,Hay Point Coal Terminal,4,58.8,2.68
2025-10-20,10,Taboneo Anchorage,6,148.1,3.44
2025-10-21,10,Haldia Dock Complex,5,141.8,5.51
2025-10-21,10,Paradip Port,10,66.1,4.71
2025-10-21,10,Vizag Port,5,74.1,3.09
2025-10-21,10,Dhamra Port,4,104.1,2.99
2025-10-21,10,Hay Point Coal Terminal,10,119.8,3.96
2025-10-21,10,Taboneo Anchorage,6,131.8,3.48
2025-10-22,10,Haldia Dock Complex,7,150.2,5.81
2025-10-22,10,Paradip Port,7,91.4,4.32
2025-10-22,10,Vizag Port,4,57.6,3.04
2025-10-22,10,Dhamra Port,8,117.4,3.8
2025-10-22,10,Hay Point Coal Terminal,8,143.1,3.77
2025-10-22,10,Taboneo Anchorage,3,131.5,3.09
2025-10-23,10,Haldia Dock Complex,5,68.5,5.07
2025-10-23,10,Paradip Port,7,107.8,4.04
2025-10-23,10,Vizag Port,3,137.4,3.4
2025-10-23,10,Dhamra Port,7,160.1,4.01
2025-10-23,10,Hay Point Coal Terminal,7,134.1,3.43
2025-10-23,10,Taboneo Anchorage,5,65.4,2.89
2025-10-24,10,Haldia Dock Complex,4,101.3,5.15
2025-10-24,10,Paradip Port,8,85.0,4.24
2025-10-24,10,Vizag Port,6,123.3,3.59
2025-10-24,10,Dhamra Port,3,134.4,3.41
2025-10-24,10,Hay Point Coal Terminal,6,71.3,3.57
2025-10-24,10,Taboneo Anchorage,5,87.8,2.85
2025-10-25,10,Haldia Dock Complex,9,145.4,6.43
2025-10-25,10,Paradip Port,9,54.3,3.89
2025-10-25,10,Vizag Port,6,105.9,3.15
2025-10-25,10,Dhamra Port,7,158.3,3.87
2025-10-25,10,Hay Point Coal Terminal,4,134.8,3.6
2025-10-25,10,Taboneo Anchorage,5,55.0,3.02
2025-10-26,10,Haldia Dock Complex,6,57.9,5.2
2025-10-26,10,Paradip Port,5,161.1,4.36
2025-10-26,10,Vizag Port,11,136.7,4.16
2025-10-26,10,Dhamra Port,11,137.0,4.26
2025-10-26,10,Hay Point Coal Terminal,3,81.3,2.81
2025-10-26,10,Taboneo Anchorage,9,127.0,4.01
2025-10-27,10,Haldia Dock Complex,12,103.7,6.09
2025-10-27,10,Paradip Port,12,161.5,5.05
2025-10-27,10,Vizag Port,3,132.8,3.21
2025-10-27,10,Dhamra Port,8,123.8,3.9
2025-10-27,10,Hay Point Coal Terminal,5,114.5,3.16
2025-10-27,10,Taboneo Anchorage,5,100.2,3.19
2025-10-28,10,Haldia Dock Complex,6,118.7,5.83
2025-10-28,10,Paradip Port,9,86.0,4.32
2025-10-28,10,Vizag Port,8,58.5,3.51
2025-10-28,10,Dhamra Port,5,72.2,3.09
2025-10-28,10,Hay Point Coal Terminal,3,119.5,3.21
2025-10-28,10,Taboneo Anchorage,2,100.9,2.81
2025-10-29,10,Haldia Dock Complex,11,78.6,6.08
2025-10-29,10,Paradip Port,5,125.4,3.88
2025-10-29,10,Vizag Port,6,126.7,3.28
2025-10-29,10,Dhamra Port,8,113.4,3.66
2025-10-29,10,Hay Point Coal Terminal,6,159.4,3.46
2025-10-29,10,Taboneo Anchorage,11,57.6,3.92
2025-10-30,10,Haldia Dock Complex,10,94.4,5.82
2025-10-30,10,Paradip Port,10,108.3,4.64
2025-10-30,10,Vizag Port,1,79.9,2.52
2025-10-30,10,Dhamra Port,3,133.5,3.05
2025-10-30,10,Hay Point Coal Terminal,5,160.4,3.33
2025-10-30,10,Taboneo Anchorage,6,114.3,3.75
2025-10-31,10,Haldia Dock Complex,3,135.8,5.36
2025-10-31,10,Paradip Port,8,117.0,4.47
2025-10-31,10,Vizag Port,10,160.2,4.15
2025-10-31,10,Dhamra Port,7,120.1,3.54
2025-10-31,10,Hay Point Coal Terminal,6,145.5,3.57
2025-10-31,10,Taboneo Anchorage,9,82.2,4.01
2025-11-01,11,Haldia Dock Complex,4,130.1,5.12
2025-11-01,11,Paradip Port,3,135.5,3.82
2025-11-01,11,Vizag Port,4,142.7,3.58
2025-11-01,11,Dhamra Port,6,55.6,3.2
2025-11-01,11,Hay Point Coal Terminal,4,104.7,3.11
2025-11-01,11,Taboneo Anchorage,9,139.9,4.22
2025-11-02,11,Haldia Dock Complex,8,152.9,5.97
2025-11-02,11,Paradip Port,6,73.9,3.77
2025-11-02,11,Vizag Port,8,123.1,4.08
2025-11-02,11,Dhamra Port,5,150.0,3.52
2025-11-02,11,Hay Point Coal Terminal,7,87.0,3.33
2025-11-02,11,Taboneo Anchorage,3,122.0,2.99
2025-11-03,11,Haldia Dock Complex,9,127.3,6.4
2025-11-03,11,Paradip Port,9,89.9,4.58
2025-11-03,11,Vizag Port,6,158.4,3.81
2025-11-03,11,Dhamra Port,4,97.5,3.01
2025-11-03,11,Hay Point Coal Terminal,5,127.6,3.64
2025-11-03,11,Taboneo Anchorage,6,95.5,3.65
2025-11-04,11,Haldia Dock Complex,9,94.5,5.69
2025-11-04,11,Paradip Port,3,88.2,3.56
2025-11-04,11,Vizag Port,9,161.8,4.36
2025-11-04,11,Dhamra Port,7,130.6,3.54
2025-11-04,11,Hay Point Coal Terminal,6,157.2,3.61
2025-11-04,11,Taboneo Anchorage,7,138.9,3.47
2025-11-05,11,Haldia Dock Complex,6,130.1,5.57
2025-11-05,11,Paradip Port,9,138.9,4.92
2025-11-05,11,Vizag Port,7,95.1,3.46
2025-11-05,11,Dhamra Port,10,137.9,4.44
2025-11-05,11,Hay Point Coal Terminal,11,123.8,4.17
2025-11-05,11,Taboneo Anchorage,7,75.1,3.46
2025-11-06,11,Haldia Dock Complex,8,85.2,5.57
2025-11-06,11,Paradip Port,8,144.6,4.67
2025-11-06,11,Vizag Port,3,123.3,3.27
2025-11-06,11,Dhamra Port,9,131.3,4.02
2025-11-06,11,Hay Point Coal Terminal,12,110.6,5.05
2025-11-06,11,Taboneo Anchorage,11,131.1,4.47
2025-11-07,11,Haldia Dock Complex,4,81.2,5.26
2025-11-07,11,Paradip Port,3,155.2,4.08
2025-11-07,11,Vizag Port,3,79.4,2.93
2025-11-07,11,Dhamra Port,4,58.0,2.71
2025-11-07,11,Hay Point Coal Terminal,5,109.4,3.12
2025-11-07,11,Taboneo Anchorage,7,133.9,3.93
2025-11-08,11,Haldia Dock Complex,9,57.3,5.85
2025-11-08,11,Paradip Port,5,114.8,4.18
2025-11-08,11,Vizag Port,10,101.0,4.32
2025-11-08,11,Dhamra Port,7,157.5,3.49
2025-11-08,11,Hay Point Coal Terminal,2,130.2,2.93
2025-11-08,11,Taboneo Anchorage,12,161.0,4.86
2025-11-09,11,Haldia Dock Complex,7,137.9,5.54
2025-11-09,11,Paradip Port,7,76.5,4.48
2025-11-09,11,Vizag Port,10,91.6,4.03
2025-11-09,11,Dhamra Port,7,157.9,3.38
2025-11-09,11,Hay Point Coal Terminal,8,93.3,3.68
2025-11-09,11,Taboneo Anchorage,8,150.3,4.09
2025-11-10,11,Haldia Dock Complex,14,149.3,7.32
2025-11-10,11,Paradip Port,1,80.5,2.99
2025-11-10,11,Vizag Port,5,55.5,3.14
2025-11-10,11,Dhamra Port,8,103.2,3.81
2025-11-10,11,Hay Point Coal Terminal,4,157.2,3.45
2025-11-10,11,Taboneo Anchorage,9,117.6,3.93
2025-11-11,11,Haldia Dock Complex,9,84.8,5.98
2025-11-11,11,Paradip Port,7,122.5,4.14
2025-11-11,11,Vizag Port,8,75.1,3.7
2025-11-11,11,Dhamra Port,7,100.1,3.46
2025-11-11,11,Hay Point Coal Terminal,7,130.7,3.71
2025-11-11,11,Taboneo Anchorage,10,75.8,3.79
2025-11-12,11,Haldia Dock Complex,2,134.9,4.9
2025-11-12,11,Paradip Port,7,131.3,4.53
2025-11-12,11,Vizag Port,6,98.1,3.66
2025-11-12,11,Dhamra Port,6,85.5,3.21
2025-11-12,11,Hay Point Coal Terminal,11,100.4,4.04
2025-11-12,11,Taboneo Anchorage,4,153.9,3.39
2025-11-13,11,Haldia Dock Complex,5,108.7,5.36
2025-11-13,11,Paradip Port,12,108.1,5.13
2025-11-13,11,Vizag Port,10,65.7,3.68
2025-11-13,11,Dhamra Port,5,121.2,3.38
2025-11-13,11,Hay Point Coal Terminal,6,154.7,3.56
2025-11-13,11,Taboneo Anchorage,6,62.6,3.2
2025-11-14,11,Haldia Dock Complex,6,77.3,5.26
2025-11-14,11,Paradip Port,10,124.3,4.67
2025-11-14,11,Vizag Port,5,119.8,3.56
2025-11-14,11,Dhamra Port,4,144.1,3.15
2025-11-14,11,Hay Point Coal Terminal,8,151.7,3.99
2025-11-14,11,Taboneo Anchorage,5,154.3,3.51
2025-11-15,11,Haldia Dock Complex,5,148.5,5.49
2025-11-15,11,Paradip Port,9,116.3,4.84
2025-11-15,11,Vizag Port,10,115.5,4.26
2025-11-15,11,Dhamra Port,4,58.6,3.25
2025-11-15,11,Hay Point Coal Terminal,13,117.9,4.5
2025-11-15,11,Taboneo Anchorage,16,151.9,5.16
2025-11-16,11,Haldia Dock Complex,6,83.5,5.54
2025-11-16,11,Paradip Port,11,95.7,4.96
2025-11-16,11,Vizag Port,3,124.7,3.32
2025-11-16,11,Dhamra Port,7,63.8,3.06
2025-11-16,11,Hay Point Coal Terminal,5,93.8,3.23
2025-11-16,11,Taboneo Anchorage,7,120.7,3.65
2025-11-17,11,Haldia Dock Complex,9,104.8,6.15
2025-11-17,11,Paradip Port,11,124.8,4.76
2025-11-17,11,Vizag Port,4,148.7,3.38
2025-11-17,11,Dhamra Port,6,132.0,3.74
2025-11-17,11,Hay Point Coal Terminal,9,87.5,3.87
2025-11-17,11,Taboneo Anchorage,7,91.5,3.66
2025-11-18,11,Haldia Dock Complex,7,155.8,5.98
2025-11-18,11,Paradip Port,7,76.5,3.93
2025-11-18,11,Vizag Port,11,132.2,4.69
2025-11-18,11,Dhamra Port,6,76.3,3.48
2025-11-18,11,Hay Point Coal Terminal,7,96.1,3.84
2025-11-18,11,Taboneo Anchorage,6,130.7,3.7
2025-11-19,11,Haldia Dock Complex,6,101.7,5.43
2025-11-19,11,Paradip Port,10,121.8,4.68
2025-11-19,11,Vizag Port,7,72.5,3.18
2025-11-19,11,Dhamra Port,11,94.7,4.09
2025-11-19,11,Hay Point Coal Terminal,9,154.7,4.01
2025-11-19,11,Taboneo Anchorage,3,86.4,2.82
2025-11-20,11,Haldia Dock Complex,7,149.0,5.7
2025-11-20,11,Paradip Port,6,103.5,3.73
2025-11-20,11,Vizag Port,5,66.5,3.03
2025-11-20,11,Dhamra Port,10,116.5,4.14
2025-11-20,11,Hay Point Coal Terminal,5,144.4,3.35
2025-11-20,11,Taboneo Anchorage,6,95.4,3.5
2025-11-21,11,Haldia Dock Complex,8,83.6,5.93
2025-11-21,11,Paradip Port,8,80.4,4.39
2025-11-21,11,Vizag Port,12,78.6,4.15
2025-11-21,11,Dhamra Port,8,55.2,3.23
2025-11-21,11,Hay Point Coal Terminal,9,102.9,3.85
2025-11-21,11,Taboneo Anchorage,7,61.9,3.58
2025-11-22,11,Haldia Dock Complex,8,155.7,6.28
2025-11-22,11,Paradip Port,3,105.3,3.7
2025-11-22,11,Vizag Port,12,101.9,4.59
2025-11-22,11,Dhamra Port,4,121.2,3.22
2025-11-22,11,Hay Point Coal Terminal,3,99.8,3.09
2025-11-22,11,Taboneo Anchorage,6,68.4,3.21
2025-11-23,11,Haldia Dock Complex,6,129.9,5.68
2025-11-23,11,Paradip Port,8,91.1,4.12
2025-11-23,11,Vizag Port,9,97.0,4.0
2025-11-23,11,Dhamra Port,8,118.6,3.75
2025-11-23,11,Hay Point Coal Terminal,9,77.4,3.79
2025-11-23,11,Taboneo Anchorage,8,96.4,3.56
2025-11-24,11,Haldia Dock Complex,11,156.1,6.6
2025-11-24,11,Paradip Port,10,81.4,4.62
2025-11-24,11,Vizag Port,4,107.5,3.21
2025-11-24,11,Dhamra Port,5,123.9,3.32
2025-11-24,11,Hay Point Coal Terminal,10,138.7,4.16
2025-11-24,11,Taboneo Anchorage,7,124.9,4.1
2025-11-25,11,Haldia Dock Complex,8,95.7,5.69
2025-11-25,11,Paradip Port,5,153.1,4.28
2025-11-25,11,Vizag Port,4,66.5,2.53
2025-11-25,11,Dhamra Port,13,132.5,4.6
2025-11-25,11,Hay Point Coal Terminal,4,142.0,3.55
2025-11-25,11,Taboneo Anchorage,7,146.7,3.44
2025-11-26,11,Haldia Dock Complex,8,90.4,5.62
2025-11-26,11,Paradip Port,5,77.6,3.73
2025-11-26,11,Vizag Port,6,132.8,3.82
2025-11-26,11,Dhamra Port,9,68.2,3.45
2025-11-26,11,Hay Point Coal Terminal,7,118.7,3.51
2025-11-26,11,Taboneo Anchorage,4,87.6,3.4
2025-11-27,11,Haldia Dock Complex,7,67.7,5.5
2025-11-27,11,Paradip Port,8,88.8,4.23
2025-11-27,11,Vizag Port,5,58.6,2.98
2025-11-27,11,Dhamra Port,11,115.1,4.19
2025-11-27,11,Hay Point Coal Terminal,4,55.1,2.84
2025-11-27,11,Taboneo Anchorage,7,114.7,3.56
2025-11-28,11,Haldia Dock Complex,9,161.1,6.18
2025-11-28,11,Paradip Port,5,93.3,3.65
2025-11-28,11,Vizag Port,6,65.4,3.16
2025-11-28,11,Dhamra Port,8,139.3,3.84
2025-11-28,11,Hay Point Coal Terminal,5,103.0,3.41
2025-11-28,11,Taboneo Anchorage,6,55.3,3.34
2025-11-29,11,Haldia Dock Complex,11,135.8,6.18
2025-11-29,11,Paradip Port,7,139.2,4.48
2025-11-29,11,Vizag Port,2,121.9,2.6
2025-11-29,11,Dhamra Port,10,131.6,3.98
2025-11-29,11,Hay Point Coal Terminal,6,67.4,2.84
2025-11-29,11,Taboneo Anchorage,5,159.3,3.57
2025-11-30,11,Haldia Dock Complex,7,154.1,5.61
2025-11-30,11,Paradip Port,11,148.1,5.18
2025-11-30,11,Vizag Port,1,104.3,2.85
2025-11-30,11,Dhamra Port,4,139.6,3.11
2025-11-30,11,Hay Point Coal Terminal,4,79.9,2.92
2025-11-30,11,Taboneo Anchorage,5,129.0,3.62
2025-12-01,12,Haldia Dock Complex,13,81.8,6.34
2025-12-01,12,Paradip Port,8,69.3,4.29
2025-12-01,12,Vizag Port,2,96.3,2.49
2025-12-01,12,Dhamra Port,6,159.6,3.85
2025-12-01,12,Hay Point Coal Terminal,3,88.2,2.79
2025-12-01,12,Taboneo Anchorage,12,121.4,4.48
2025-12-02,12,Haldia Dock Complex,3,97.2,5.21
2025-12-02,12,Paradip Port,7,90.6,4.25
2025-12-02,12,Vizag Port,9,145.2,4.45
2025-12-02,12,Dhamra Port,6,124.2,3.48
2025-12-02,12,Hay Point Coal Terminal,12,89.8,4.19
2025-12-02,12,Taboneo Anchorage,7,136.5,3.36
2025-12-03,12,Haldia Dock Complex,4,85.2,5.28
2025-12-03,12,Paradip Port,7,73.1,4.51
2025-12-03,12,Vizag Port,11,74.1,4.11
2025-12-03,12,Dhamra Port,9,118.3,3.85
2025-12-03,12,Hay Point Coal Terminal,9,66.3,3.64
2025-12-03,12,Taboneo Anchorage,9,57.1,3.5
2025-12-04,12,Haldia Dock Complex,2,100.4,4.62
2025-12-04,12,Paradip Port,4,96.3,3.77
2025-12-04,12,Vizag Port,6,147.0,3.73
2025-12-04,12,Dhamra Port,7,119.4,3.99
2025-12-04,12,Hay Point Coal Terminal,6,131.1,3.75
2025-12-04,12,Taboneo Anchorage,9,85.6,4.11
2025-12-05,12,Haldia Dock Complex,5,55.4,5.11
2025-12-05,12,Paradip Port,10,89.5,4.83
2025-12-05,12,Vizag Port,2,106.4,2.84
2025-12-05,12,Dhamra Port,6,76.9,3.61
2025-12-05,12,Hay Point Coal Terminal,7,146.4,3.77
2025-12-05,12,Taboneo Anchorage,14,137.9,4.77
2025-12-06,12,Haldia Dock Complex,4,153.8,5.22
2025-12-06,12,Paradip Port,9,136.6,4.98
2025-12-06,12,Vizag Port,3,100.2,3.01
2025-12-06,12,Dhamra Port,6,156.0,3.7
2025-12-06,12,Hay Point Coal Terminal,9,127.4,3.74
2025-12-06,12,Taboneo Anchorage,4,158.8,3.2
2025-12-07,12,Haldia Dock Complex,7,152.5,5.95
2025-12-07,12,Paradip Port,8,125.3,4.28
2025-12-07,12,Vizag Port,7,75.0,3.63
2025-12-07,12,Dhamra Port,6,104.1,3.53
2025-12-07,12,Hay Point Coal Terminal,5,143.7,3.23
2025-12-07,12,Taboneo Anchorage,7,131.2,3.55
2025-12-08,12,Haldia Dock Complex,9,157.5,6.36
2025-12-08,12,Paradip Port,10,98.4,4.47
2025-12-08,12,Vizag Port,3,77.5,3.03
2025-12-08,12,Dhamra Port,4,115.9,3.27
2025-12-08,12,Hay Point Coal Terminal,10,123.8,4.18
2025-12-08,12,Taboneo Anchorage,7,152.6,4.03
2025-12-09,12,Haldia Dock Complex,2,108.8,5.04
2025-12-09,12,Paradip Port,4,78.4,3.62
2025-12-09,12,Vizag Port,8,77.5,3.64
2025-12-09,12,Dhamra Port,8,83.4,3.42
2025-12-09,12,Hay Point Coal Terminal,4,133.8,3.2
2025-12-09,12,Taboneo Anchorage,5,68.5,2.86
2025-12-10,12,Haldia Dock Complex,7,74.2,5.23
2025-12-10,12,Paradip Port,10,104.6,5.02
2025-12-10,12,Vizag Port,7,117.9,3.42
2025-12-10,12,Dhamra Port,4,116.7,3.3
2025-12-10,12,Hay Point Coal Terminal,4,100.0,3.04
2025-12-10,12,Taboneo Anchorage,9,127.8,3.96
2025-12-11,12,Haldia Dock Complex,10,116.8,6.12
2025-12-11,12,Paradip Port,3,112.5,3.72
2025-12-11,12,Vizag Port,7,76.5,3.58
2025-12-11,12,Dhamra Port,4,129.1,3.34
2025-12-11,12,Hay Point Coal Terminal,9,150.7,3.95
2025-12-11,12,Taboneo Anchorage,4,122.1,3.04
2025-12-12,12,Haldia Dock Complex,10,57.1,5.85
2025-12-12,12,Paradip Port,11,71.9,4.56
2025-12-12,12,Vizag Port,7,79.2,3.76
2025-12-12,12,Dhamra Port,9,61.8,3.72
2025-12-12,12,Hay Point Coal Terminal,3,135.3,3.35
2025-12-12,12,Taboneo Anchorage,9,127.7,3.86
2025-12-13,12,Haldia Dock Complex,10,106.7,6.26
2025-12-13,12,Paradip Port,7,72.1,3.95
2025-12-13,12,Vizag Port,4,134.3,3.24
2025-12-13,12,Dhamra Port,10,89.3,4.0
2025-12-13,12,Hay Point Coal Terminal,8,116.9,3.54
2025-12-13,12,Taboneo Anchorage,5,57.1,3.05
2025-12-14,12,Haldia Dock Complex,3,144.4,5.41
2025-12-14,12,Paradip Port,7,121.8,4.3
2025-12-14,12,Vizag Port,8,73.3,3.6
2025-12-14,12,Dhamra Port,7,160.3,3.89
2025-12-14,12,Hay Point Coal Terminal,9,126.8,4.36
2025-12-14,12,Taboneo Anchorage,5,89.0,2.83
2025-12-15,12,Haldia Dock Complex,5,54.3,5.1
2025-12-15,12,Paradip Port,8,136.6,4.55
2025-12-15,12,Vizag Port,2,92.1,2.7
2025-12-15,12,Dhamra Port,8,103.1,3.52
2025-12-15,12,Hay Point Coal Terminal,6,78.3,3.51
2025-12-15,12,Taboneo Anchorage,7,157.7,3.82
2025-12-16,12,Haldia Dock Complex,10,62.1,5.85
2025-12-16,12,Paradip Port,8,63.1,4.33
2025-12-16,12,Vizag Port,9,107.3,4.2
2025-12-16,12,Dhamra Port,11,108.7,4.59
2025-12-16,12,Hay Point Coal Terminal,10,142.3,3.82
2025-12-16,12,Taboneo Anchorage,5,84.5,3.28
2025-12-17,12,Haldia Dock Complex,4,111.0,5.27
2025-12-17,12,Paradip Port,9,161.8,4.81
2025-12-17,12,Vizag Port,1,143.0,2.81
2025-12-17,12,Dhamra Port,9,57.8,3.36
2025-12-17,12,Hay Point Coal Terminal,4,153.5,3.53
2025-12-17,12,Taboneo Anchorage,3,152.1,3.18
2025-12-18,12,Haldia Dock Complex,5,147.7,5.45
2025-12-18,12,Paradip Port,4,128.4,3.92
2025-12-18,12,Vizag Port,9,145.5,3.63
2025-12-18,12,Dhamra Port,6,58.3,3.44
2025-12-18,12,Hay Point Coal Terminal,4,99.4,3.21
2025-12-18,12,Taboneo Anchorage,12,154.2,4.99
2025-12-19,12,Haldia Dock Complex,6,142.7,5.84
2025-12-19,12,Paradip Port,9,147.1,4.65
2025-12-19,12,Vizag Port,9,106.3,3.71
2025-12-19,12,Dhamra Port,3,97.3,3.11
2025-12-19,12,Hay Point Coal Terminal,4,161.7,3.34
2025-12-19,12,Taboneo Anchorage,9,78.1,3.37
2025-12-20,12,Haldia Dock Complex,6,157.6,5.86
2025-12-20,12,Paradip Port,3,56.4,3.21
2025-12-20,12,Vizag Port,6,98.5,3.26
2025-12-20,12,Dhamra Port,7,54.2,3.3
2025-12-20,12,Hay Point Coal Terminal,3,67.4,3.28
2025-12-20,12,Taboneo Anchorage,3,96.7,3.15
2025-12-21,12,Haldia Dock Complex,8,135.8,5.59
2025-12-21,12,Paradip Port,3,74.2,3.39
2025-12-21,12,Vizag Port,9,114.3,3.51
2025-12-21,12,Dhamra Port,1,109.0,2.74
2025-12-21,12,Hay Point Coal Terminal,10,154.1,4.29
2025-12-21,12,Taboneo Anchorage,10,131.3,4.08
2025-12-22,12,Haldia Dock Complex,3,143.4,5.43
2025-12-22,12,Paradip Port,8,76.8,4.47
2025-12-22,12,Vizag Port,3,74.1,2.68
2025-12-22,12,Dhamra Port,8,89.3,3.9
2025-12-22,12,Hay Point Coal Terminal,9,121.1,4.05
2025-12-22,12,Taboneo Anchorage,7,54.1,3.04
2025-12-23,12,Haldia Dock Complex,6,77.1,5.58
2025-12-23,12,Paradip Port,10,65.2,4.55
2025-12-23,12,Vizag Port,9,107.3,3.71
2025-12-23,12,Dhamra Port,9,92.5,3.6
2025-12-23,12,Hay Point Coal Terminal,6,75.3,3.32
2025-12-23,12,Taboneo Anchorage,6,161.7,3.17
2025-12-24,12,Haldia Dock Complex,6,121.1,5.61
2025-12-24,12,Paradip Port,5,103.5,3.91
2025-12-24,12,Vizag Port,8,102.2,3.91
2025-12-24,12,Dhamra Port,4,79.0,2.7
2025-12-24,12,Hay Point Coal Terminal,5,54.8,2.95
2025-12-24,12,Taboneo Anchorage,6,77.2,2.87
2025-12-25,12,Haldia Dock Complex,4,157.7,5.51
2025-12-25,12,Paradip Port,10,155.0,5.07
2025-12-25,12,Vizag Port,11,78.5,4.02
2025-12-25,12,Dhamra Port,9,66.1,3.88
2025-12-25,12,Hay Point Coal Terminal,10,101.8,4.1
2025-12-25,12,Taboneo Anchorage,3,63.9,2.57
2025-12-26,12,Haldia Dock Complex,5,64.1,5.51
2025-12-26,12,Paradip Port,7,154.2,4.59
2025-12-26,12,Vizag Port,5,60.0,3.36
2025-12-26,12,Dhamra Port,8,154.2,4.05
2025-12-26,12,Hay Point Coal Terminal,4,146.6,3.58
2025-12-26,12,Taboneo Anchorage,7,103.8,3.63
2025-12-27,12,Haldia Dock Complex,7,150.0,5.99
2025-12-27,12,Paradip Port,7,140.7,4.24
2025-12-27,12,Vizag Port,5,92.5,3.47
2025-12-27,12,Dhamra Port,7,154.8,4.27
2025-12-27,12,Hay Point Coal Terminal,8,76.1,3.45
2025-12-27,12,Taboneo Anchorage,3,79.6,3.07
2025-12-28,12,Haldia Dock Complex,8,155.4,5.92
2025-12-28,12,Paradip Port,3,94.8,3.52
2025-12-28,12,Vizag Port,7,134.6,3.71
2025-12-28,12,Dhamra Port,1,106.2,2.52
2025-12-28,12,Hay Point Coal Terminal,6,150.4,3.93
2025-12-28,12,Taboneo Anchorage,13,127.6,4.86
2025-12-29,12,Haldia Dock Complex,2,114.5,5.0
2025-12-29,12,Paradip Port,5,119.8,4.06
