Date,Month,Corridor,Wave_Height_m,Wind_Speed_knots,Sea_Pressure_hPa,Delay_Days,Storm_Risk
2026-03-10,3,Indonesia to East Coast India,1.18,17.8,1013.3,0.01,Clear
2026-03-10,3,Australia to East Coast India,0.85,8.2,1014.9,0.0,Clear
2026-03-11,3,Indonesia to East Coast India,1.51,13.2,1015.5,0.2,Clear
2026-03-11,3,Australia to East Coast India,1.77,16.5,1012.2,0.02,Clear
2026-03-12,3,Indonesia to East Coast India,1.67,15.8,1019.8,0.0,Clear
2026-03-12,3,Australia to East Coast India,0.89,8.7,1014.3,0.0,Clear
2026-03-13,3,Indonesia to East Coast India,0.82,12.8,1019.5,0.0,Clear
2026-03-13,3,Australia to East Coast India,1.75,17.4,1019.9,0.14,Clear
2026-03-14,3,Indonesia to East Coast India,1.79,13.4,1021.6,0.14,Clear
2026-03-14,3,Australia to East Coast India,0.79,10.0,1013.4,0.0,Clear
2026-03-15,3,Indonesia to East Coast India,1.31,15.8,1017.8,0.09,Clear
2026-03-15,3,Australia to East Coast India,1.33,11.9,1018.7,0.03,Clear
2026-03-16,3,Indonesia to East Coast India,0.84,11.5,1021.2,0.0,Clear
2026-03-16,3,Australia to East Coast India,1.66,15.1,1012.6,0.0,Clear
2026-03-17,3,Indonesia to East Coast India,0.69,8.1,1018.3,0.0,Clear
2026-03-17,3,Australia to East Coast India,1.75,13.3,1014.4,0.13,Clear
2026-03-18,3,Indonesia to East Coast India,1.15,14.8,1012.8,0.11,Clear
2026-03-18,3,Australia to East Coast India,1.1,13.5,1016.3,0.0,Clear
2026-03-19,3,Indonesia to East Coast India,0.56,9.7,1016.5,0.0,Clear
2026-03-19,3,Australia to East Coast India,0.81,17.6,1014.0,0.0,Clear
2026-03-20,3,Indonesia to East Coast India,1.74,17.9,1019.1,0.15,Clear
2026-03-20,3,Australia to East Coast India,0.84,12.4,1017.9,0.0,Clear
2026-03-21,3,Indonesia to East Coast India,0.6,14.2,1021.8,0.0,Clear
2026-03-21,3,Australia to East Coast India,1.68,17.4,1021.6,0.08,Clear
2026-03-22,3,Indonesia to East Coast India,1.18,17.8,1019.6,0.03,Clear
2026-03-22,3,Australia to East Coast India,1.43,10.5,1018.4,0.0,Clear
2026-03-23,3,Indonesia to East Coast India,1.37,9.6,1017.7,0.07,Clear
2026-03-23,3,Australia to East Coast India,0.52,8.1,1015.6,0.06,Clear
2026-03-24,3,Indonesia to East Coast India,1.7,10.3,1018.3,0.07,Clear
2026-03-24,3,Australia to East Coast India,1.6,15.3,1013.0,0.01,Clear
2026-03-25,3,Indonesia to East Coast India,1.06,8.3,1016.8,0.0,Clear
2026-03-25,3,Australia to East Coast India,0.88,12.0,1021.2,0.01,Clear
2026-03-26,3,Indonesia to East Coast India,1.79,8.4,1019.6,0.02,Clear
2026-03-26,3,Australia to East Coast India,1.48,17.2,1021.5,0.0,Clear
2026-03-27,3,Indonesia to East Coast India,1.25,11.6,1019.9,0.09,Clear
2026-03-27,3,Australia to East Coast India,0.97,14.6,1014.4,0.0,Clear
2026-03-28,3,Indonesia to East Coast India,0.75,17.2,1013.0,0.0,Clear
2026-03-28,3,Australia to East Coast India,0.55,8.4,1013.8,0.0,Clear
2026-03-29,3,Indonesia to East Coast India,1.63,10.8,1021.5,0.0,Clear
2026-03-29,3,Australia to East Coast India,1.25,13.2,1019.6,0.25,Clear
2026-03-30,3,Indonesia to East Coast India,0.87,11.5,1020.9,0.11,Clear
2026-03-30,3,Australia to East Coast India,1.12,13.0,1014.0,0.0,Clear
2026-03-31,3,Indonesia to East Coast India,1.27,9.9,1015.3,0.02,Clear
2026-03-31,3,Australia to East Coast India,0.59,8.7,1021.4,0.0,Clear
2026-04-01,4,Indonesia to East Coast India,1.16,12.1,1020.1,0.0,Clear
2026-04-01,4,Australia to East Coast India,1.4,15.7,1018.5,0.18,Clear
2026-04-02,4,Indonesia to East Coast India,0.7,16.8,1017.4,0.0,Clear
2026-04-02,4,Australia to East Coast India,0.55,9.3,1019.7,0.0,Clear
2026-04-03,4,Indonesia to East Coast India,0.5,12.2,1017.2,0.0,Clear
2026-04-03,4,Australia to East Coast India,0.9,10.3,1012.0,0.0,Clear
2026-04-04,4,Indonesia to East Coast India,1.45,17.7,1014.2,0.21,Clear
2026-04-04,4,Australia to East Coast India,1.6,12.2,1015.0,0.2,Clear
2026-04-05,4,Indonesia to East Coast India,0.92,15.1,1020.2,0.0,Clear
2026-04-05,4,Australia to East Coast India,1.67,16.1,1021.8,0.02,Clear
2026-04-06,4,Indonesia to East Coast India,1.48,11.9,1017.9,0.04,Clear
2026-04-06,4,Australia to East Coast India,1.21,15.1,1013.7,0.06,Clear
2026-04-07,4,Indonesia to East Coast India,1.51,13.8,1021.5,0.0,Clear
2026-04-07,4,Australia to East Coast India,1.43,15.6,1013.0,0.17,Clear
2026-04-08,4,Indonesia to East Coast India,1.17,13.1,1015.7,0.14,Clear
2026-04-08,4,Australia to East Coast India,1.1,17.2,1018.9,0.12,Clear
2026-04-09,4,Indonesia to East Coast India,1.45,16.6,1014.7,0.04,Clear
2026-04-09,4,Australia to East Coast India,0.95,11.4,1021.8,0.04,Clear
2026-04-10,4,Indonesia to East Coast India,1.61,15.0,1019.3,0.19,Clear
2026-04-10,4,Australia to East Coast India,1.15,11.8,1013.6,0.04,Clear
2026-04-11,4,Indonesia to East Coast India,1.52,15.3,1015.8,0.1,Clear
2026-04-11,4,Australia to East Coast India,0.81,15.0,1020.2,0.01,Clear
2026-04-12,4,Indonesia to East Coast India,1.21,17.7,1012.5,0.22,Clear
2026-04-12,4,Australia to East Coast India,1.62,9.8,1020.0,0.13,Clear
2026-04-13,4,Indonesia to East Coast India,1.22,12.0,1013.3,0.0,Clear
2026-04-13,4,Australia to East Coast India,1.63,14.7,1020.0,0.03,Clear
2026-04-14,4,Indonesia to East Coast India,0.83,14.2,1017.7,0.0,Clear
2026-04-14,4,Australia to East Coast India,0.87,11.1,1015.5,0.0,Clear
2026-04-15,4,Indonesia to East Coast India,1.31,11.3,1019.3,0.0,Clear
2026-04-15,4,Australia to East Coast India,1.52,10.9,1016.3,0.09,Clear
2026-04-16,4,Indonesia to East Coast India,1.39,11.3,1012.6,0.13,Clear
2026-04-16,4,Australia to East Coast India,1.33,14.7,1018.3,0.05,Clear
2026-04-17,4,Indonesia to East Coast India,0.76,12.2,1019.5,0.0,Clear
2026-04-17,4,Australia to East Coast India,0.86,12.3,1021.8,0.0,Clear
2026-04-18,4,Indonesia to East Coast India,0.59,13.2,1013.8,0.07,Clear
2026-04-18,4,Australia to East Coast India,1.42,12.2,1015.5,0.02,Clear
2026-04-19,4,Indonesia to East Coast India,1.02,10.6,1014.1,0.0,Clear
2026-04-19,4,Australia to East Coast India,0.87,14.6,1021.7,0.0,Clear
2026-04-20,4,Indonesia to East Coast India,1.28,8.8,1012.8,0.05,Clear
2026-04-20,4,Australia to East Coast India,0.62,14.0,1018.2,0.0,Clear
2026-04-21,4,Indonesia to East Coast India,1.34,10.7,1012.2,0.19,Clear
2026-04-21,4,Australia to East Coast India,1.29,11.1,1014.7,0.16,Clear
2026-04-22,4,Indonesia to East Coast India,1.28,16.7,1021.5,0.03,Clear
2026-04-22,4,Australia to East Coast India,1.26,15.0,1018.8,0.08,Clear
2026-04-23,4,Indonesia to East Coast India,1.03,8.2,1017.8,0.0,Clear
2026-04-23,4,Australia to East Coast India,1.74,12.0,1020.4,0.0,Clear
2026-04-24,4,Indonesia to East Coast India,0.75,14.7,1021.8,0.0,Clear
2026-04-24,4,Australia to East Coast India,1.47,17.1,1016.3,0.08,Clear
2026-04-25,4,Indonesia to East Coast India,0.84,12.3,1019.2,0.0,Clear
2026-04-25,4,Australia to East Coast India,1.3,14.4,1014.4,0.05,Clear
2026-04-26,4,Indonesia to East Coast India,1.43,8.9,1014.0,0.12,Clear
2026-04-26,4,Australia to East Coast India,0.52,10.5,1014.1,0.0,Clear
2026-04-27,4,Indonesia to East Coast India,0.85,10.5,1012.6,0.14,Clear
2026-04-27,4,Australia to East Coast India,1.29,14.7,1012.8,0.03,Clear
2026-04-28,4,Indonesia to East Coast India,1.74,16.4,1020.1,0.01,Clear
2026-04-28,4,Australia to East Coast India,1.3,15.4,1019.4,0.08,Clear
2026-04-29,4,Indonesia to East Coast India,1.18,8.7,1015.7,0.05,Clear
2026-04-29,4,Australia to East Coast India,1.2,10.7,1015.7,0.12,Clear
2026-04-30,4,Indonesia to East Coast India,1.66,14.7,1019.9,0.35,Clear
2026-04-30,4,Australia to East Coast India,0.82,15.1,1016.3,0.0,Clear
2026-05-01,5,Indonesia to East Coast India,1.08,14.5,1021.4,0.0,Clear
2026-05-01,5,Australia to East Coast India,0.53,11.0,1017.0,0.0,Clear
2026-05-02,5,Indonesia to East Coast India,0.57,12.9,1021.3,0.0,Clear
2026-05-02,5,Australia to East Coast India,1.03,14.6,1014.6,0.0,Clear
2026-05-03,5,Indonesia to East Coast India,0.71,9.6,1012.7,0.0,Clear
2026-05-03,5,Australia to East Coast India,1.65,16.1,1018.9,0.03,Clear
2026-05-04,5,Indonesia to East Coast India,0.64,10.9,1015.1,0.0,Clear
2026-05-04,5,Australia to East Coast India,1.2,11.6,1015.5,0.0,Clear
2026-05-05,5,Indonesia to East Coast India,1.58,15.9,1015.1,0.0,Clear
2026-05-05,5,Australia to East Coast India,1.16,17.4,1020.8,0.0,Clear
2026-05-06,5,Indonesia to East Coast India,0.63,11.9,1017.5,0.0,Clear
2026-05-06,5,Australia to East Coast India,1.62,14.8,1020.4,0.12,Clear
2026-05-07,5,Indonesia to East Coast India,1.62,15.5,1016.4,0.01,Clear
2026-05-07,5,Australia to East Coast India,1.38,9.8,1018.9,0.11,Clear
2026-05-08,5,Indonesia to East Coast India,0.8,9.2,1013.7,0.0,Clear
2026-05-08,5,Australia to East Coast India,0.71,8.8,1012.2,0.12,Clear
2026-05-09,5,Indonesia to East Coast India,0.72,16.9,1014.4,0.0,Clear
2026-05-09,5,Australia to East Coast India,0.79,13.2,1018.1,0.0,Clear
2026-05-10,5,Indonesia to East Coast India,0.82,8.6,1015.9,0.0,Clear
2026-05-10,5,Australia to East Coast India,1.75,14.2,1017.6,0.08,Clear
2026-05-11,5,Indonesia to East Coast India,1.04,12.3,1017.4,0.12,Clear
2026-05-11,5,Australia to East Coast India,0.72,13.0,1016.1,0.05,Clear
2026-05-12,5,Indonesia to East Coast India,1.63,14.3,1017.3,0.15,Clear
2026-05-12,5,Australia to East Coast India,0.65,11.4,1013.4,0.0,Clear
2026-05-13,5,Indonesia to East Coast India,1.4,10.1,1015.9,0.07,Clear
2026-05-13,5,Australia to East Coast India,1.16,12.2,1012.2,0.05,Clear
2026-05-14,5,Indonesia to East Coast India,1.53,8.7,1016.7,0.31,Clear
2026-05-14,5,Australia to East Coast India,1.4,10.5,1012.1,0.17,Clear
2026-05-15,5,Indonesia to East Coast India,1.44,13.4,1020.4,0.12,Clear
2026-05-15,5,Australia to East Coast India,1.13,11.3,1019.9,0.06,Clear
2026-05-16,5,Indonesia to East Coast India,1.09,9.8,1020.5,0.01,Clear
2026-05-16,5,Australia to East Coast India,0.6,11.9,1020.0,0.02,Clear
2026-05-17,5,Indonesia to East Coast India,1.67,10.0,1012.7,0.11,Clear
2026-05-17,5,Australia to East Coast India,1.2,17.7,1012.7,0.13,Clear
2026-05-18,5,Indonesia to East Coast India,1.34,8.7,1015.8,0.04,Clear
2026-05-18,5,Australia to East Coast India,1.8,13.6,1015.2,0.29,Clear
2026-05-19,5,Indonesia to East Coast India,0.79,11.5,1015.7,0.0,Clear
2026-05-19,5,Australia to East Coast India,1.1,15.2,1018.6,0.0,Clear
2026-05-20,5,Indonesia to East Coast India,1.42,8.1,1014.2,0.06,Clear
2026-05-20,5,Australia to East Coast India,0.51,16.0,1019.7,0.11,Clear
2026-05-21,5,Indonesia to East Coast India,1.21,8.7,1019.7,0.18,Clear
2026-05-21,5,Australia to East Coast India,1.48,16.0,1017.2,0.14,Clear
2026-05-22,5,Indonesia to East Coast India,0.68,14.7,1018.2,0.0,Clear
2026-05-22,5,Australia to East Coast India,0.75,16.9,1019.5,0.0,Clear
2026-05-23,5,Indonesia to East Coast India,1.68,15.6,1018.0,0.21,Clear
2026-05-23,5,Australia to East Coast India,1.25,14.3,1013.6,0.08,Clear
2026-05-24,5,Indonesia to East Coast India,1.12,15.2,1014.7,0.0,Clear
2026-05-24,5,Australia to East Coast India,0.81,10.1,1016.2,0.0,Clear
2026-05-25,5,Indonesia to East Coast India,1.68,13.1,1013.9,0.16,Clear
2026-05-25,5,Australia to East Coast India,1.0,16.2,1018.6,0.0,Clear
2026-05-26,5,Indonesia to East Coast India,1.54,10.7,1018.9,0.12,Clear
2026-05-26,5,Australia to East Coast India,1.33,11.2,1014.7,0.06,Clear
2026-05-27,5,Indonesia to East Coast India,0.75,14.9,1014.2,0.0,Clear
2026-05-27,5,Australia to East Coast India,1.36,16.1,1019.8,0.13,Clear
2026-05-28,5,Indonesia to East Coast India,1.49,9.9,1012.9,0.0,Clear
2026-05-28,5,Australia to East Coast India,1.06,8.3,1014.6,0.16,Clear
2026-05-29,5,Indonesia to East Coast India,0.54,16.8,1014.4,0.0,Clear
2026-05-29,5,Australia to East Coast India,1.37,11.2,1021.0,0.08,Clear
2026-05-30,5,Indonesia to East Coast India,1.65,11.3,1021.0,0.08,Clear
2026-05-30,5,Australia to East Coast India,1.25,8.7,1012.9,0.11,Clear
2026-05-31,5,Indonesia to East Coast India,1.8,11.3,1019.5,0.2,Clear
2026-05-31,5,Australia to East Coast India,1.8,10.4,1012.4,0.19,Clear
2026-06-01,6,Indonesia to East Coast India,3.45,25.0,995.3,4.37,Monsoon_High
2026-06-01,6,Australia to East Coast India,3.8,29.2,1003.5,4.36,Monsoon_High
2026-06-02,6,Indonesia to East Coast India,3.03,22.3,1004.9,4.1,Monsoon_High
2026-06-02,6,Australia to East Coast India,2.59,41.3,1003.1,4.72,Monsoon_High
2026-06-03,6,Indonesia to East Coast India,3.8,36.4,1006.2,5.16,Monsoon_High
2026-06-03,6,Australia to East Coast India,4.78,39.4,1000.7,5.73,Monsoon_High
2026-06-04,6,Indonesia to East Coast India,4.13,31.0,998.0,4.84,Monsoon_High
2026-06-04,6,Australia to East Coast India,4.64,29.9,1001.9,4.88,Monsoon_High
2026-06-05,6,Indonesia to East Coast India,2.99,44.9,1007.8,5.16,Monsoon_High
2026-06-05,6,Australia to East Coast India,4.14,35.6,995.7,5.05,Monsoon_High
2026-06-06,6,Indonesia to East Coast India,3.55,37.5,1003.8,4.91,Monsoon_High
2026-06-06,6,Australia to East Coast India,2.88,33.5,1004.0,4.3,Monsoon_High
2026-06-07,6,Indonesia to East Coast India,4.1,36.9,998.6,5.07,Monsoon_High
2026-06-07,6,Australia to East Coast India,3.88,26.1,1004.2,4.15,Monsoon_High
2026-06-08,6,Indonesia to East Coast India,3.55,37.4,1005.9,4.89,Monsoon_High
2026-06-08,6,Australia to East Coast India,4.11,41.3,1005.4,5.47,Monsoon_High
2026-06-09,6,Indonesia to East Coast India,4.71,34.3,1001.4,4.88,Monsoon_High
2026-06-09,6,Australia to East Coast India,3.82,28.4,1007.0,4.38,Monsoon_High
2026-06-10,6,Indonesia to East Coast India,3.84,35.6,999.6,4.66,Monsoon_High
2026-06-10,6,Australia to East Coast India,3.9,42.3,1006.5,5.14,Monsoon_High
2026-06-11,6,Indonesia to East Coast India,4.02,26.9,1006.2,4.42,Monsoon_High
2026-06-11,6,Australia to East Coast India,4.2,28.6,1005.4,4.65,Monsoon_High
2026-06-12,6,Indonesia to East Coast India,4.79,22.7,1006.7,4.61,Monsoon_High
2026-06-12,6,Australia to East Coast India,3.57,41.5,995.8,5.02,Monsoon_High
2026-06-13,6,Indonesia to East Coast India,3.27,23.5,1007.7,4.05,Monsoon_High
2026-06-13,6,Australia to East Coast India,4.66,24.0,1000.0,4.62,Monsoon_High
2026-06-14,6,Indonesia to East Coast India,2.66,26.8,998.0,3.56,Monsoon_High
2026-06-14,6,Australia to East Coast India,2.73,25.9,996.9,3.84,Monsoon_High
2026-06-15,6,Indonesia to East Coast India,4.74,39.5,1007.6,5.03,Monsoon_High
2026-06-15,6,Australia to East Coast India,4.34,29.5,998.9,4.62,Monsoon_High
2026-06-16,6,Indonesia to East Coast India,3.03,25.0,998.3,4.24,Monsoon_High
2026-06-16,6,Australia to East Coast India,2.64,26.8,1005.5,3.67,Monsoon_High
2026-06-17,6,Indonesia to East Coast India,2.84,29.9,1006.2,3.75,Monsoon_High
2026-06-17,6,Australia to East Coast India,3.8,40.5,996.8,5.01,Monsoon_High
2026-06-18,6,Indonesia to East Coast India,3.84,33.6,996.9,4.43,Monsoon_High
2026-06-18,6,Australia to East Coast India,3.62,23.9,1001.0,4.3,Monsoon_High
2026-06-19,6,Indonesia to East Coast India,3.2,40.9,995.7,4.59,Monsoon_High
2026-06-19,6,Australia to East Coast India,4.17,35.2,1003.7,4.46,Monsoon_High
2026-06-20,6,Indonesia to East Coast India,4.29,41.8,999.1,5.55,Monsoon_High
2026-06-20,6,Australia to East Coast India,4.78,42.5,999.8,5.56,Monsoon_High
2026-06-21,6,Indonesia to East Coast India,2.95,33.3,1004.6,3.68,Monsoon_High
2026-06-21,6,Australia to East Coast India,4.43,30.3,1006.2,4.49,Monsoon_High
2026-06-22,6,Indonesia to East Coast India,3.44,29.5,1000.9,4.25,Monsoon_High
2026-06-22,6,Australia to East Coast India,2.95,43.9,997.3,4.94,Monsoon_High
2026-06-23,6,Indonesia to East Coast India,3.81,35.3,1001.4,4.54,Monsoon_High
2026-06-23,6,Australia to East Coast India,3.77,30.6,1003.6,4.67,Monsoon_High
2026-06-24,6,Indonesia to East Coast India,2.82,35.1,997.4,4.2,Monsoon_High
2026-06-24,6,Australia to East Coast India,2.92,41.0,998.7,4.57,Monsoon_High
2026-06-25,6,Indonesia to East Coast India,4.63,44.3,1002.4,5.5,Monsoon_High
2026-06-25,6,Australia to East Coast India,4.33,30.4,996.1,4.56,Monsoon_High
2026-06-26,6,Indonesia to East Coast India,3.78,41.4,1005.3,5.19,Monsoon_High
2026-06-26,6,Australia to East Coast India,3.01,27.0,1006.4,3.86,Monsoon_High
2026-06-27,6,Indonesia to East Coast India,3.07,28.1,995.0,4.19,Monsoon_High
2026-06-27,6,Australia to East Coast India,3.94,39.3,997.0,5.11,Monsoon_High
2026-06-28,6,Indonesia to East Coast India,3.55,30.1,996.2,4.59,Monsoon_High
2026-06-28,6,Australia to East Coast India,2.59,28.7,997.7,3.97,Monsoon_High
2026-06-29,6,Indonesia to East Coast India,3.05,42.9,1001.1,5.18,Monsoon_High
2026-06-29,6,Australia to East Coast India,2.86,33.2,1000.6,4.26,Monsoon_High
2026-06-30,6,Indonesia to East Coast India,3.87,45.0,1005.0,5.53,Monsoon_High
2026-06-30,6,Australia to East Coast India,2.89,22.7,997.7,3.72,Monsoon_High
2026-07-01,7,Indonesia to East Coast India,3.28,33.7,1003.0,4.5,Monsoon_High
2026-07-01,7,Australia to East Coast India,3.65,23.2,995.5,4.3,Monsoon_High
2026-07-02,7,Indonesia to East Coast India,3.77,32.1,1005.9,4.3,Monsoon_High
2026-07-02,7,Australia to East Coast India,2.61,38.7,996.5,4.42,Monsoon_High
2026-07-03,7,Indonesia to East Coast India,3.9,28.5,997.3,4.73,Monsoon_High
2026-07-03,7,Australia to East Coast India,3.4,39.3,996.6,4.73,Monsoon_High
2026-07-04,7,Indonesia to East Coast India,4.28,27.4,1003.8,4.73,Monsoon_High
2026-07-04,7,Australia to East Coast India,3.39,23.5,995.2,4.06,Monsoon_High
2026-07-05,7,Indonesia to East Coast India,4.4,34.1,1005.1,4.82,Monsoon_High
2026-07-05,7,Australia to East Coast India,2.57,44.1,1003.7,4.49,Monsoon_High
2026-07-06,7,Indonesia to East Coast India,4.65,28.1,1002.9,4.53,Monsoon_High
2026-07-06,7,Australia to East Coast India,4.45,43.8,1006.5,5.7,Monsoon_High
2026-07-07,7,Indonesia to East Coast India,4.2,28.4,998.7,4.8,Monsoon_High
2026-07-07,7,Australia to East Coast India,3.93,44.8,999.1,5.52,Monsoon_High
2026-07-08,7,Indonesia to East Coast India,3.28,23.8,1000.8,3.84,Monsoon_High
2026-07-08,7,Australia to East Coast India,4.42,43.5,997.4,5.19,Monsoon_High
2026-07-09,7,Indonesia to East Coast India,3.36,43.4,995.8,4.79,Monsoon_High
2026-07-09,7,Australia to East Coast India,4.73,32.3,1001.5,5.06,Monsoon_High
2026-07-10,7,Indonesia to East Coast India,3.07,32.8,1003.6,4.53,Monsoon_High
2026-07-10,7,Australia to East Coast India,3.83,42.8,1005.6,5.33,Monsoon_High
2026-07-11,7,Indonesia to East Coast India,4.24,23.3,995.1,4.49,Monsoon_High
2026-07-11,7,Australia to East Coast India,3.45,31.3,1006.5,4.22,Monsoon_High
2026-07-12,7,Indonesia to East Coast India,4.56,42.9,999.1,5.25,Monsoon_High
2026-07-12,7,Australia to East Coast India,2.94,26.2,999.4,4.17,Monsoon_High
2026-07-13,7,Indonesia to East Coast India,3.49,41.1,996.6,5.0,Monsoon_High
2026-07-13,7,Australia to East Coast India,3.16,33.3,998.9,4.77,Monsoon_High
2026-07-14,7,Indonesia to East Coast India,3.87,32.0,997.1,4.67,Monsoon_High
2026-07-14,7,Australia to East Coast India,4.58,29.9,1004.5,4.62,Monsoon_High
2026-07-15,7,Indonesia to East Coast India,4.01,43.4,1005.7,5.66,Monsoon_High
2026-07-15,7,Australia to East Coast India,4.57,31.2,999.2,5.05,Monsoon_High
2026-07-16,7,Indonesia to East Coast India,2.52,41.0,1005.4,4.6,Monsoon_High
2026-07-16,7,Australia to East Coast India,3.57,24.7,1007.7,3.98,Monsoon_High
2026-07-17,7,Indonesia to East Coast India,2.99,23.5,1002.7,3.96,Monsoon_High
2026-07-17,7,Australia to East Coast India,2.74,26.0,1002.4,4.31,Monsoon_High
2026-07-18,7,Indonesia to East Coast India,3.18,43.6,1005.6,4.94,Monsoon_High
2026-07-18,7,Australia to East Coast India,3.3,23.2,995.7,4.07,Monsoon_High
2026-07-19,7,Indonesia to East Coast India,4.09,32.5,997.9,4.48,Monsoon_High
2026-07-19,7,Australia to East Coast India,3.83,30.3,1005.7,4.68,Monsoon_High
2026-07-20,7,Indonesia to East Coast India,4.39,33.0,999.6,5.13,Monsoon_High
2026-07-20,7,Australia to East Coast India,3.25,26.8,996.1,4.04,Monsoon_High
2026-07-21,7,Indonesia to East Coast India,3.57,33.1,1005.9,4.47,Monsoon_High
2026-07-21,7,Australia to East Coast India,4.36,40.9,1000.0,5.03,Monsoon_High
2026-07-22,7,Indonesia to East Coast India,3.56,29.0,1007.1,4.44,Monsoon_High
2026-07-22,7,Australia to East Coast India,2.58,32.9,1000.3,4.57,Monsoon_High
2026-07-23,7,Indonesia to East Coast India,2.87,37.1,1007.6,4.85,Monsoon_High
2026-07-23,7,Australia to East Coast India,2.66,31.6,996.5,4.24,Monsoon_High
2026-07-24,7,Indonesia to East Coast India,3.91,43.6,1003.6,5.2,Monsoon_High
2026-07-24,7,Australia to East Coast India,3.77,31.3,1005.8,4.44,Monsoon_High
2026-07-25,7,Indonesia to East Coast India,4.37,36.1,999.9,4.96,Monsoon_High
2026-07-25,7,Australia to East Coast India,3.32,31.5,1003.8,4.34,Monsoon_High
2026-07-26,7,Indonesia to East Coast India,4.01,23.6,1000.1,4.21,Monsoon_High
2026-07-26,7,Australia to East Coast India,4.4,23.0,1000.4,4.34,Monsoon_High
2026-07-27,7,Indonesia to East Coast India,2.89,42.2,1002.2,4.77,Monsoon_High
2026-07-27,7,Australia to East Coast India,4.18,44.0,997.9,5.06,Monsoon_High
2026-07-28,7,Indonesia to East Coast India,4.54,43.5,1006.9,5.76,Monsoon_High
2026-07-28,7,Australia to East Coast India,3.43,39.3,1001.9,5.12,Monsoon_High
2026-07-29,7,Indonesia to East Coast India,4.06,31.9,1004.5,4.66,Monsoon_High
2026-07-29,7,Australia to East Coast India,4.42,34.4,1006.0,5.04,Monsoon_High
2026-07-30,7,Indonesia to East Coast India,3.49,30.7,1006.9,4.56,Monsoon_High
2026-07-30,7,Australia to East Coast India,3.61,33.8,999.0,4.54,Monsoon_High
2026-07-31,7,Indonesia to East Coast India,3.82,29.5,995.5,4.8,Monsoon_High
2026-07-31,7,Australia to East Coast India,3.3,37.4,1005.5,4.55,Monsoon_High
2026-08-01,8,Indonesia to East Coast India,4.68,31.2,1005.2,4.95,Monsoon_High
2026-08-01,8,Australia to East Coast India,4.02,37.8,996.6,4.93,Monsoon_High
2026-08-02,8,Indonesia to East Coast India,4.66,26.2,1003.1,4.53,Monsoon_High
2026-08-02,8,Australia to East Coast India,3.76,31.6,997.1,4.38,Monsoon_High
2026-08-03,8,Indonesia to East Coast India,2.89,31.6,1004.8,4.07,Monsoon_High
2026-08-03,8,Australia to East Coast India,2.54,37.2,1002.8,4.33,Monsoon_High
2026-08-04,8,Indonesia to East Coast India,2.87,27.4,995.3,3.94,Monsoon_High
2026-08-04,8,Australia to East Coast India,4.5,43.3,1000.5,5.36,Monsoon_High
2026-08-05,8,Indonesia to East Coast India,2.62,22.9,1002.5,3.62,Monsoon_High
2026-08-05,8,Australia to East Coast India,3.84,22.3,1005.2,4.13,Monsoon_High
2026-08-06,8,Indonesia to East Coast India,3.2,22.9,1002.6,4.0,Monsoon_High
2026-08-06,8,Australia to East Coast India,3.75,28.3,1004.2,4.4,Monsoon_High
2026-08-07,8,Indonesia to East Coast India,3.12,42.8,999.9,4.76,Monsoon_High
2026-08-07,8,Australia to East Coast India,3.48,41.1,1005.5,4.96,Monsoon_High
2026-08-08,8,Indonesia to East Coast India,3.02,27.2,1005.6,3.67,Monsoon_High
2026-08-08,8,Australia to East Coast India,4.5,23.9,997.7,4.38,Monsoon_High
2026-08-09,8,Indonesia to East Coast India,4.23,23.2,1001.4,3.96,Monsoon_High
2026-08-09,8,Australia to East Coast India,3.41,34.2,997.1,4.44,Monsoon_High
2026-08-10,8,Indonesia to East Coast India,3.82,40.5,1004.9,5.02,Monsoon_High
2026-08-10,8,Australia to East Coast India,3.12,30.3,1000.3,4.23,Monsoon_High
2026-08-11,8,Indonesia to East Coast India,4.06,23.3,995.5,4.6,Monsoon_High
2026-08-11,8,Australia to East Coast India,2.94,36.8,998.4,4.34,Monsoon_High
2026-08-12,8,Indonesia to East Coast India,4.54,42.6,998.9,5.35,Monsoon_High
2026-08-12,8,Australia to East Coast India,3.05,37.5,1005.7,4.31,Monsoon_High
2026-08-13,8,Indonesia to East Coast India,4.05,41.0,1000.2,5.26,Monsoon_High
2026-08-13,8,Australia to East Coast India,3.33,37.4,998.5,4.56,Monsoon_High
2026-08-14,8,Indonesia to East Coast India,2.69,44.8,997.0,4.94,Monsoon_High
2026-08-14,8,Australia to East Coast India,3.83,41.9,998.8,5.35,Monsoon_High
2026-08-15,8,Indonesia to East Coast India,3.58,36.2,1000.3,4.38,Monsoon_High
2026-08-15,8,Australia to East Coast India,3.8,41.6,997.6,4.94,Monsoon_High
2026-08-16,8,Indonesia to East Coast India,4.65,37.8,1005.7,5.55,Monsoon_High
2026-08-16,8,Australia to East Coast India,2.54,40.8,995.5,4.62,Monsoon_High
2026-08-17,8,Indonesia to East Coast India,4.55,44.8,998.8,5.69,Monsoon_High
2026-08-17,8,Australia to East Coast India,3.08,41.9,996.3,4.68,Monsoon_High
2026-08-18,8,Indonesia to East Coast India,2.79,44.5,1003.8,4.75,Monsoon_High
2026-08-18,8,Australia to East Coast India,4.06,35.7,1002.8,5.08,Monsoon_High
2026-08-19,8,Indonesia to East Coast India,4.07,35.2,1000.6,5.07,Monsoon_High
2026-08-19,8,Australia to East Coast India,3.02,37.9,998.0,4.45,Monsoon_High
